country_name,country_code,region,year,suicides_no,population,suicide_rate_per_100k
Greece,GR,Europe,1993,412,827533.75,4.425
Greece,GR,Europe,1994,355,834911.0,3.9033333333333338
Greece,GR,Europe,1995,370,841802.6666666666,4.14
Greece,GR,Europe,1996,356,848206.5833333334,3.7608333333333337
Greece,GR,Europe,1997,374,854067.1666666666,3.971666666666667
Greece,GR,Europe,1998,403,859219.1666666666,4.0225
Greece,GR,Europe,1999,381,863530.25,3.811666666666667
Greece,GR,Europe,2000,382,866921.5833333334,3.7383333333333333
Greece,GR,Europe,2001,334,870127.4166666666,3.234166666666667
Greece,GR,Europe,2002,323,873503.75,3.1958333333333333
Greece,GR,Europe,2003,375,876305.4166666666,3.3891666666666667
Greece,GR,Europe,2004,353,878940.8333333334,3.41
Greece,GR,Europe,2005,400,881901.3333333334,3.8775
Greece,GR,Europe,2006,394,884907.5833333334,3.784166666666667
Greece,GR,Europe,2007,328,887799.25,2.825833333333333
Greece,GR,Europe,2008,373,890560.25,3.358333333333333
Greece,GR,Europe,2009,391,893301.5,3.4141666666666666
Greece,GR,Europe,2010,377,894615.3333333334,3.3249999999999997
Greece,GR,Europe,2011,477,894060.3333333334,4.056666666666667
Greece,GR,Europe,2012,508,878316.8333333334,4.443333333333333
Greece,GR,Europe,2013,533,869274.0833333334,4.5925
Greece,GR,Europe,2014,565,865045.5833333334,4.985
Greece,GR,Europe,2015,529,860940.5,4.671666666666667
Guatemala,GU,Americas,1986,203,577015.6666666666,3.5700000000000003
Guatemala,GU,Americas,1987,241,592395.0,4.826666666666667
Guatemala,GU,Americas,1988,174,608339.6666666666,3.936666666666667
Guatemala,GU,Americas,1989,152,624425.6666666666,2.935833333333333
Guatemala,GU,Americas,1990,158,640332.6666666666,2.839166666666667
Guatemala,GU,Americas,1991,156,656722.0833333334,2.7933333333333334
Guatemala,GU,Americas,1992,173,672472.6666666666,3.1875
Guatemala,GU,Americas,1993,165,687913.1666666666,2.5974999999999997
Guatemala,GU,Americas,1994,142,703659.5,2.158333333333333
Guatemala,GU,Americas,1995,211,720126.0,2.8441666666666667
Guatemala,GU,Americas,1996,157,736027.1666666666,2.504166666666667
Guatemala,GU,Americas,1997,179,753683.75,2.2091666666666665
Guatemala,GU,Americas,1998,201,772794.0833333334,3.0883333333333334
Guatemala,GU,Americas,1999,234,792722.1666666666,3.0416666666666665
Guatemala,GU,Americas,2000,182,812965.4166666666,2.2849999999999997
Guatemala,GU,Americas,2001,202,834591.4166666666,2.549166666666667
Guatemala,GU,Americas,2002,258,856430.5,3.3775
Guatemala,GU,Americas,2003,253,878581.6666666666,3.111666666666667
Guatemala,GU,Americas,2004,250,901484.0,2.4941666666666666
Guatemala,GU,Americas,2005,238,925408.8333333334,2.7175
Guatemala,GU,Americas,2006,298,949761.1666666666,3.4958333333333336
Guatemala,GU,Americas,2007,327,975699.75,3.3558333333333334
Guatemala,GU,Americas,2008,492,1002740.4166666666,4.5633333333333335
Guatemala,GU,Americas,2009,511,1029995.4166666666,4.7975
Guatemala,GU,Americas,2010,352,1056845.9166666667,2.9525
Guatemala,GU,Americas,2011,359,1084778.5,2.890833333333333
Guatemala,GU,Americas,2012,420,1111285.4166666667,3.483333333333333
Guatemala,GU,Americas,2013,455,1136823.1666666667,3.390833333333333
Guatemala,GU,Americas,2014,512,1162265.8333333333,3.8233333333333337
Guatemala,GU,Americas,2015,494,1188199.75,3.7375000000000003
Hungary,HU,Europe,1991,3993,813147.1666666666,47.916666666666664
Hungary,HU,Europe,1992,4000,812913.0,47.52166666666667
Hungary,HU,Europe,1993,3694,812325.1666666666,44.94
Hungary,HU,Europe,1994,3625,811734.75,44.65083333333333
Hungary,HU,Europe,1995,3366,811437.3333333334,41.11833333333333
Hungary,HU,Europe,1996,3436,811437.5,40.22833333333333
Hungary,HU,Europe,1997,3208,811481.75,39.20333333333333
Hungary,HU,Europe,1998,3245,811197.75,36.39833333333333
Hungary,HU,Europe,1999,3326,796088.6666666666,40.32333333333333
Hungary,HU,Europe,2000,3269,793919.5,38.71333333333333
Hungary,HU,Europe,2001,2978,808716.5,34.08166666666667
Hungary,HU,Europe,2002,2839,806680.3333333334,31.895833333333332
Hungary,HU,Europe,2003,2800,804377.75,31.003333333333334
Hungary,HU,Europe,2004,2742,802503.6666666666,30.789166666666663
Hungary,HU,Europe,2005,2619,800745.25,29.334166666666665
Hungary,HU,Europe,2006,2461,799259.1666666666,26.054999999999996
Hungary,HU,Europe,2007,2450,797744.8333333334,27.276666666666667
Hungary,HU,Europe,2008,2476,796065.3333333334,27.64
Hungary,HU,Europe,2009,2460,794519.75,25.893333333333334
Hungary,HU,Europe,2010,2489,792833.75,26.775833333333335
Hungary,HU,Europe,2011,2420,791250.9166666666,24.9875
Hungary,HU,Europe,2012,2349,787765.0833333334,25.496666666666666
Hungary,HU,Europe,2013,2092,786153.3333333334,22.185833333333335
Hungary,HU,Europe,2014,1925,784399.0,20.359166666666667
Hungary,HU,Europe,2015,1868,782459.9166666666,21.439166666666665
Hungary,HU,Europe,2016,1761,839037.0,24.134
Iceland,IC,Europe,1985,32,18341.666666666668,14.254166666666668
Iceland,IC,Europe,1986,37,18525.0,17.925
Iceland,IC,Europe,1987,36,18800.0,17.495
Iceland,IC,Europe,1988,35,19100.0,13.998333333333335
Iceland,IC,Europe,1989,22,19333.333333333332,9.176666666666668
Iceland,IC,Europe,1990,40,19441.666666666668,15.025833333333333
Iceland,IC,Europe,1991,37,19658.333333333332,16.644166666666667
Iceland,IC,Europe,1992,28,19833.333333333332,10.240833333333333
Iceland,IC,Europe,1993,26,20041.666666666668,9.084999999999999
Iceland,IC,Europe,1994,25,20225.0,10.453333333333333
Iceland,IC,Europe,1995,27,20391.666666666668,10.805
Iceland,IC,Europe,1996,33,20541.666666666668,14.779166666666667
Iceland,IC,Europe,1997,33,20744.083333333332,13.668333333333335
Iceland,IC,Europe,1998,30,21021.083333333332,11.7575
Iceland,IC,Europe,1999,31,21318.333333333332,10.743333333333332
Iceland,IC,Europe,2000,50,21643.583333333332,17.3325
Iceland,IC,Europe,2001,36,21978.166666666668,13.588333333333333
Iceland,IC,Europe,2002,30,22204.583333333332,10.936666666666667
Iceland,IC,Europe,2003,26,22360.833333333332,8.414166666666667
Iceland,IC,Europe,2004,35,22632.333333333332,14.0675
Iceland,IC,Europe,2005,33,22910.75,9.583333333333334
Iceland,IC,Europe,2006,32,23583.25,8.865833333333333
Iceland,IC,Europe,2007,37,24142.666666666668,13.6075
Iceland,IC,Europe,2008,38,24736.333333333332,11.340833333333334
Iceland,IC,Europe,2009,36,24683.666666666668,10.310833333333333
Iceland,IC,Europe,2010,46,24551.666666666668,15.355833333333335
Iceland,IC,Europe,2011,27,24622.916666666668,7.745833333333334
Iceland,IC,Europe,2012,37,24769.833333333332,12.1175
Iceland,IC,Europe,2013,49,25038.0,18.436666666666667
Iceland,IC,Europe,2014,44,25372.666666666668,16.496666666666666
Iceland,IC,Europe,2015,40,25712.833333333332,11.720833333333333
Iceland,IC,Europe,2016,40,26877.3,13.806999999999999
Ireland,IR,Europe,1985,276,267350.0,8.513333333333334
Ireland,IR,Europe,1986,282,268058.3333333333,8.74
Ireland,IR,Europe,1987,245,269141.6666666667,7.951666666666667
Ireland,IR,Europe,1988,266,269458.3333333333,9.436666666666666
Ireland,IR,Europe,1989,278,268600.0,9.213333333333333
Ireland,IR,Europe,1990,334,268666.6666666667,10.473333333333334
Ireland,IR,Europe,1991,345,271008.3333333333,10.544166666666667
Ireland,IR,Europe,1992,362,273616.6666666667,11.489166666666668
Ireland,IR,Europe,1993,326,275541.6666666667,9.7625
Ireland,IR,Europe,1994,394,277166.6666666667,11.901666666666666
Ireland,IR,Europe,1995,403,278825.0,11.986666666666666
Ireland,IR,Europe,1996,408,281316.6666666667,12.128333333333332
Ireland,IR,Europe,1997,466,284523.75,13.012500000000001
Ireland,IR,Europe,1998,498,287451.25,13.514166666666666
Ireland,IR,Europe,1999,424,290155.9166666667,11.768333333333333
Ireland,IR,Europe,2000,463,293614.6666666667,11.863333333333335
Ireland,IR,Europe,2001,488,297831.1666666667,12.414166666666667
Ireland,IR,Europe,2002,449,303297.75,11.318333333333333
Ireland,IR,Europe,2003,454,307839.9166666667,11.230833333333335
Ireland,IR,Europe,2004,464,312723.25,10.785000000000002
Ireland,IR,Europe,2005,451,319446.4166666667,10.0925
Ireland,IR,Europe,2006,452,328131.5,10.538333333333332
Ireland,IR,Europe,2007,458,335558.9166666667,10.147499999999999
Ireland,IR,Europe,2008,506,341182.6666666667,10.796666666666667
Ireland,IR,Europe,2009,527,343138.9166666667,11.0525
Ireland,IR,Europe,2010,486,355404.75,10.025
Ireland,IR,Europe,2011,554,351570.75,11.548333333333334
Ireland,IR,Europe,2012,542,351733.8333333333,11.471666666666666
Ireland,IR,Europe,2013,487,352281.5,9.784166666666666
Ireland,IR,Europe,2014,486,360670.25,9.973333333333334
Israel,IS,Asia,1985,234,312791.6666666667,9.335833333333333
Israel,IS,Asia,1986,278,317791.6666666667,10.856666666666667
Israel,IS,Asia,1987,271,323175.0,11.134166666666667
Israel,IS,Asia,1988,303,328941.6666666667,10.346666666666666
Israel,IS,Asia,1989,353,335091.6666666667,14.193333333333333
Israel,IS,Asia,1990,304,346341.6666666667,10.188333333333334
Israel,IS,Asia,1991,359,368600.0,11.611666666666666
Israel,IS,Asia,1992,381,382408.3333333333,10.9125
Israel,IS,Asia,1993,371,393083.3333333333,11.435833333333333
Israel,IS,Asia,1994,416,403741.6666666667,12.490833333333335
Israel,IS,Asia,1995,360,414808.3333333333,10.619166666666667
Israel,IS,Asia,1996,306,425308.3333333333,9.209166666666667
Israel,IS,Asia,1997,379,436125.0,10.548333333333334
Israel,IS,Asia,1998,318,446683.3333333333,8.3425
Israel,IS,Asia,1999,368,458087.25,8.548333333333334
Israel,IS,Asia,2000,394,470274.25,9.046666666666667
Israel,IS,Asia,2001,398,481455.5833333333,9.019166666666667
Israel,IS,Asia,2002,382,491292.3333333333,7.790833333333333
Israel,IS,Asia,2003,417,500260.5833333333,8.0975
Israel,IS,Asia,2004,411,509160.9166666667,8.203333333333333
Israel,IS,Asia,2005,425,518405.0833333333,8.575833333333334
Israel,IS,Asia,2006,367,527873.75,6.71
Israel,IS,Asia,2007,326,537401.1666666666,6.139166666666667
Israel,IS,Asia,2008,354,547133.5,7.2775
Israel,IS,Asia,2009,404,560986.25,6.6933333333333325
Israel,IS,Asia,2010,480,570818.75,8.289166666666667
Israel,IS,Asia,2011,409,580957.9166666666,7.284166666666667
Israel,IS,Asia,2012,430,591280.0,6.982500000000001
Israel,IS,Asia,2013,372,602167.3333333334,6.184166666666666
Israel,IS,Asia,2014,382,613854.3333333334,5.938333333333333
Israel,IS,Asia,2015,342,626348.3333333334,5.4925
Italy,IT,Europe,1985,4759,4509558.333333333,11.116666666666667
Italy,IT,Europe,1986,4691,4522291.666666667,10.920833333333334
Italy,IT,Europe,1987,4516,4535341.666666667,10.461666666666668
Italy,IT,Europe,1988,4381,4548308.333333333,10.150833333333333
Italy,IT,Europe,1989,4342,4558100.0,9.72
Italy,IT,Europe,1990,4402,4569308.333333333,10.165000000000001
Italy,IT,Europe,1991,4453,4538791.666666667,9.655833333333334
Italy,IT,Europe,1992,4543,4512908.166666667,9.623333333333333
Italy,IT,Europe,1993,4697,4511710.25,10.095
Italy,IT,Europe,1994,4536,4511920.75,9.910833333333333
Italy,IT,Europe,1995,4569,4511764.333333333,9.834166666666667
Italy,IT,Europe,1996,4689,4512527.666666667,9.620833333333334
Italy,IT,Europe,1997,4694,4515123.083333333,9.753333333333334
Italy,IT,Europe,1998,4504,4520882.666666667,9.486666666666666
Italy,IT,Europe,1999,4115,4523377.25,8.31
Italy,IT,Europe,2000,4108,4524912.166666667,8.268333333333333
Italy,IT,Europe,2001,4030,4527820.333333333,7.989166666666667
Italy,IT,Europe,2002,4069,4543903.5,7.884166666666666
Italy,IT,Europe,2003,4075,4578130.833333333,7.868333333333333
Italy,IT,Europe,2004,3986,4582346.333333333,7.610833333333333
Italy,IT,Europe,2005,3742,4603724.166666667,6.8825
Italy,IT,Europe,2006,3700,4681722.666666667,6.800833333333333
Italy,IT,Europe,2007,3757,4715298.166666667,6.830000000000001
Italy,IT,Europe,2008,3904,4750818.75,6.8075
Italy,IT,Europe,2009,3974,4779319.166666667,6.8275
Italy,IT,Europe,2010,3989,4803153.583333333,6.730833333333333
Italy,IT,Europe,2011,4153,4717512.416666667,7.173333333333333
Italy,IT,Europe,2012,4257,4732923.75,7.120833333333334
Italy,IT,Europe,2013,4290,4791944.25,7.071666666666666
Italy,IT,Europe,2014,4147,4841723.0,6.844166666666666
Italy,IT,Europe,2015,3988,4843141.416666667,6.5375000000000005
Jamaica,JA,Americas,1985,8,169583.33333333334,0.7533333333333333
Jamaica,JA,Americas,1986,1,171044.25,0.047499999999999994
Jamaica,JA,Americas,1987,13,172563.33333333334,0.6483333333333333
Jamaica,JA,Americas,1988,5,174216.91666666666,0.35000000000000003
Jamaica,JA,Americas,1989,0,175919.91666666666,0.0
Jamaica,JA,Americas,1990,3,177586.75,0.11
Jamaica,JA,Americas,1991,1,179569.58333333334,0.075
Jamaica,JA,Americas,2000,3,197320.08333333334,0.09666666666666666
Jamaica,JA,Americas,2001,5,199273.16666666666,0.2333333333333333
Jamaica,JA,Americas,2002,2,201309.75,0.05833333333333333
Jamaica,JA,Americas,2003,2,203368.83333333334,0.07583333333333332
Jamaica,JA,Americas,2004,1,205367.33333333334,0.06166666666666667
Jamaica,JA,Americas,2005,51,207264.08333333334,2.180833333333333
Jamaica,JA,Americas,2006,0,209383.08333333334,0.0
Jamaica,JA,Americas,2009,36,214073.58333333334,1.7608333333333333
Jamaica,JA,Americas,2010,3,215554.33333333334,0.09666666666666666
Jamaica,JA,Americas,2011,50,216753.08333333334,2.3216666666666668
Kazakhstan,KA,Asia,1990,3172,1231158.3333333333,27.843333333333334
Kazakhstan,KA,Asia,1991,3082,1246066.6666666667,26.554999999999996
Kazakhstan,KA,Asia,1992,3356,1262508.3333333333,26.96083333333333
Kazakhstan,KA,Asia,1993,4019,1277616.6666666667,31.374166666666667
Kazakhstan,KA,Asia,1994,4024,1269133.3333333333,34.556666666666665
Kazakhstan,KA,Asia,1995,4706,1249133.3333333333,37.88916666666667
Kazakhstan,KA,Asia,1996,4773,1207308.3333333333,37.736666666666665
Kazakhstan,KA,Asia,1997,4642,1199550.0,36.145
Kazakhstan,KA,Asia,1998,4313,1153683.3333333333,36.71
Kazakhstan,KA,Asia,1999,3991,1147783.3333333333,33.9775
Kazakhstan,KA,Asia,2000,4428,1147701.8333333333,35.50416666666667
Kazakhstan,KA,Asia,2001,4377,1147724.6666666667,35.2075
Kazakhstan,KA,Asia,2002,4240,1148123.0,33.82416666666666
Kazakhstan,KA,Asia,2003,4321,1150988.5833333333,34.30916666666666
Kazakhstan,KA,Asia,2004,4394,1156110.6666666667,34.48833333333334
Kazakhstan,KA,Asia,2005,3903,1162314.1666666667,29.816666666666666
Kazakhstan,KA,Asia,2006,4076,1169806.3333333333,31.227500000000003
Kazakhstan,KA,Asia,2007,4141,1177133.8333333333,31.3025
Kazakhstan,KA,Asia,2008,3997,1184671.0833333333,30.578333333333333
Kazakhstan,KA,Asia,2009,3838,1197552.9166666667,27.50583333333333
Kazakhstan,KA,Asia,2010,3609,1226097.25,26.734166666666667
Kazakhstan,KA,Asia,2011,3401,1237779.1666666667,24.48
Kazakhstan,KA,Asia,2012,3240,1251962.4166666667,22.584999999999997
Kazakhstan,KA,Asia,2013,3512,1267948.5,24.7225
Kazakhstan,KA,Asia,2014,3119,1285737.0,21.424166666666665
Kazakhstan,KA,Asia,2015,2872,1303896.0,19.834999999999997
Kiribati,KI,Oceania,1991,10,5154.583333333333,15.128333333333332
Kiribati,KI,Oceania,1992,4,5238.0,6.815
Kiribati,KI,Oceania,1993,12,5320.666666666667,17.018333333333334
Kiribati,KI,Oceania,1994,10,5405.916666666667,12.533333333333333
Kiribati,KI,Oceania,1995,2,5493.583333333333,4.725833333333333
Kiribati,KI,Oceania,1996,6,5593.833333333333,6.445833333333333
Kiribati,KI,Oceania,1997,5,5694.0,6.338333333333334
Kiribati,KI,Oceania,1998,4,5797.5,4.204166666666667
Kiribati,KI,Oceania,1999,0,5911.5,0.0
Kiribati,KI,Oceania,2000,0,6036.666666666667,0.0
Kiribati,KI,Oceania,2001,0,6154.25,0.0
Kuwait,KU,Asia,1985,17,122333.33333333333,0.9333333333333332
Kuwait,KU,Asia,1986,16,127941.66666666667,0.7283333333333334
Kuwait,KU,Asia,1987,16,133858.33333333334,0.9558333333333334
Kuwait,KU,Asia,1993,18,106133.33333333333,1.0841666666666667
Kuwait,KU,Asia,1994,30,120666.66666666667,1.5391666666666666
Kuwait,KU,Asia,1995,26,125925.0,1.0616666666666668
Kuwait,KU,Asia,1996,30,130725.0,1.5274999999999999
Kuwait,KU,Asia,1997,33,134791.66666666666,1.6616666666666668
Kuwait,KU,Asia,1998,35,152147.16666666666,1.3508333333333333
Kuwait,KU,Asia,1999,46,158225.0,1.4016666666666666
Kuwait,KU,Asia,2000,34,164429.41666666666,1.2691666666666668
Kuwait,KU,Asia,2001,30,169877.5,0.7608333333333334
Kuwait,KU,Asia,2002,45,179883.58333333334,1.2133333333333334
Kuwait,KU,Asia,2003,44,162551.83333333334,1.37
Kuwait,KU,Asia,2004,45,166340.5,1.4383333333333335
Kuwait,KU,Asia,2005,52,171914.0,1.515
Kuwait,KU,Asia,2006,45,180476.08333333334,1.3191666666666666
Kuwait,KU,Asia,2007,51,256243.16666666666,1.085
Kuwait,KU,Asia,2008,47,280782.8333333333,0.98
Kuwait,KU,Asia,2009,61,263804.5,1.2341666666666666
Kuwait,KU,Asia,2010,39,273467.8333333333,0.8366666666666668
Kuwait,KU,Asia,2011,41,277808.1666666667,0.9508333333333333
Kuwait,KU,Asia,2012,56,291391.5,1.2991666666666666
Kuwait,KU,Asia,2013,41,297840.8333333333,0.8233333333333333
Kuwait,KU,Asia,2014,68,309607.0,1.3216666666666665
Kyrgyzstan,KY,Asia,1990,547,311441.6666666667,20.589166666666667
Kyrgyzstan,KY,Asia,1991,543,316375.0,20.549166666666668
Kyrgyzstan,KY,Asia,1992,491,319941.6666666667,18.451666666666664
Kyrgyzstan,KY,Asia,1993,563,320100.0,21.565833333333334
Kyrgyzstan,KY,Asia,1994,581,320925.0,21.1925
Kyrgyzstan,KY,Asia,1995,605,325450.0,19.980833333333333
Kyrgyzstan,KY,Asia,1996,480,331566.6666666667,17.211666666666666
Kyrgyzstan,KY,Asia,1997,496,338325.0,15.904166666666667
Kyrgyzstan,KY,Asia,1998,509,344975.0,15.411666666666667
Kyrgyzstan,KY,Asia,1999,556,358175.0,15.953333333333333
Kyrgyzstan,KY,Asia,2000,510,364100.1666666667,15.219166666666666
Kyrgyzstan,KY,Asia,2001,560,368815.3333333333,16.10833333333333
Kyrgyzstan,KY,Asia,2002,567,372763.5833333333,14.425833333333335
Kyrgyzstan,KY,Asia,2003,479,376736.9166666667,11.488333333333335
Kyrgyzstan,KY,Asia,2004,438,381023.1666666667,11.777500000000002
Kyrgyzstan,KY,Asia,2005,470,384544.4166666667,11.29
Kyrgyzstan,KY,Asia,2006,463,387206.25,12.165833333333333
Kyrgyzstan,KY,Asia,2007,482,389053.3333333333,10.490833333333333
Kyrgyzstan,KY,Asia,2008,473,390910.3333333333,11.33
Kyrgyzstan,KY,Asia,2009,458,400011.1666666667,9.44
Kyrgyzstan,KY,Asia,2010,500,403129.6666666667,11.933333333333335
Kyrgyzstan,KY,Asia,2011,471,405878.1666666667,10.574166666666667
Kyrgyzstan,KY,Asia,2012,524,411030.0,11.721666666666666
Kyrgyzstan,KY,Asia,2013,446,417683.3333333333,9.153333333333334
Kyrgyzstan,KY,Asia,2014,461,424702.5,9.315833333333334
Kyrgyzstan,KY,Asia,2015,417,432985.5833333333,8.1975
Latvia,LA,Europe,1995,1024,197891.66666666666,45.468333333333334
Latvia,LA,Europe,1996,922,196950.0,41.00083333333333
Latvia,LA,Europe,1997,886,196225.0,41.0475
Latvia,LA,Europe,1998,839,195341.66666666666,36.82
Latvia,LA,Europe,1999,763,194450.0,35.034166666666664
Latvia,LA,Europe,2000,770,189342.25,37.766666666666666
Latvia,LA,Europe,2001,708,186852.25,31.9575
Latvia,LA,Europe,2002,670,184540.33333333334,30.646666666666665
Latvia,LA,Europe,2003,604,182517.58333333334,30.135833333333334
Latvia,LA,Europe,2004,563,180289.75,27.365
Latvia,LA,Europe,2005,564,178152.58333333334,26.005
Latvia,LA,Europe,2006,487,176267.91666666666,24.075
Latvia,LA,Europe,2007,453,174489.83333333334,24.645833333333332
Latvia,LA,Europe,2008,527,172294.08333333334,26.974166666666665
Latvia,LA,Europe,2009,516,169193.0,25.650000000000002
Latvia,LA,Europe,2010,438,165658.83333333334,21.611666666666668
Latvia,LA,Europe,2011,440,162800.91666666666,24.0625
Latvia,LA,Europe,2012,444,160960.08333333334,22.30666666666667
Latvia,LA,Europe,2013,383,159372.0,20.1825
Latvia,LA,Europe,2014,382,157836.75,20.734166666666667
Latvia,LA,Europe,2015,387,156293.5,20.955833333333334
Lithuania,LI,Europe,1995,1694,282262.4166666667,53.275
Lithuania,LI,Europe,1996,1722,281263.5833333333,49.634166666666665
Lithuania,LI,Europe,1997,1632,280356.0833333333,47.120000000000005
Lithuania,LI,Europe,1998,1553,279247.75,47.196666666666665
Lithuania,LI,Europe,1999,1550,277787.6666666667,46.79416666666666
Lithuania,LI,Europe,2000,1631,276260.4166666667,47.650000000000006
Lithuania,LI,Europe,2001,1533,274511.5,47.415
Lithuania,LI,Europe,2002,1551,272874.0,46.30166666666667
Lithuania,LI,Europe,2003,1455,271177.25,44.21
Lithuania,LI,Europe,2004,1380,268580.75,41.9475
Lithuania,LI,Europe,2005,1319,264560.6666666667,40.482499999999995
Lithuania,LI,Europe,2006,1049,260480.58333333334,33.380833333333335
Lithuania,LI,Europe,2007,1025,257322.25,33.899166666666666
Lithuania,LI,Europe,2008,1111,254479.66666666666,35.8375
Lithuania,LI,Europe,2009,1138,251374.75,36.4225
Lithuania,LI,Europe,2010,1018,245811.41666666666,32.93666666666667
Lithuania,LI,Europe,2011,1018,239983.75,33.97416666666667
Lithuania,LI,Europe,2012,927,236480.83333333334,31.176666666666666
Lithuania,LI,Europe,2013,1085,233885.58333333334,37.04666666666667
Lithuania,LI,Europe,2014,930,231798.08333333334,33.439166666666665
Lithuania,LI,Europe,2015,896,229493.83333333334,32.123333333333335
Lithuania,LI,Europe,2016,822,244529.6,36.172000000000004
Luxembourg,LU,Europe,1985,55,28733.333333333332,20.61583333333333
Luxembourg,LU,Europe,1986,51,28833.333333333332,15.254166666666668
Luxembourg,LU,Europe,1987,74,29116.666666666668,20.27
Luxembourg,LU,Europe,1988,69,29358.333333333332,17.625
Luxembourg,LU,Europe,1989,73,29616.666666666668,21.776666666666667
Luxembourg,LU,Europe,1990,68,29900.0,19.445
Luxembourg,LU,Europe,1991,77,30241.666666666668,23.4025
Luxembourg,LU,Europe,1992,59,30608.333333333332,19.030833333333334
Luxembourg,LU,Europe,1993,64,31000.0,17.330000000000002
Luxembourg,LU,Europe,1994,74,31416.666666666668,23.103333333333335
Luxembourg,LU,Europe,1995,63,31841.666666666668,17.506666666666664
Luxembourg,LU,Europe,1996,72,32308.333333333332,19.104166666666668
Luxembourg,LU,Europe,1997,81,32716.666666666668,25.633333333333336
Luxembourg,LU,Europe,1998,64,33159.583333333336,16.770833333333332
Luxembourg,LU,Europe,1999,70,33657.5,17.665833333333335
Luxembourg,LU,Europe,2000,62,34180.333333333336,18.55333333333333
Luxembourg,LU,Europe,2001,73,34494.166666666664,19.985
Luxembourg,LU,Europe,2002,85,34842.166666666664,22.011666666666667
Luxembourg,LU,Europe,2003,48,35304.5,13.6975
Luxembourg,LU,Europe,2004,62,35844.0,15.795
Luxembourg,LU,Europe,2005,49,36444.833333333336,13.255833333333333
Luxembourg,LU,Europe,2006,65,37068.416666666664,15.315833333333332
Luxembourg,LU,Europe,2007,78,37667.666666666664,15.324166666666668
Luxembourg,LU,Europe,2008,43,38364.25,9.359166666666667
Luxembourg,LU,Europe,2009,48,39100.75,9.245833333333334
Luxembourg,LU,Europe,2010,54,39831.583333333336,11.763333333333334
Luxembourg,LU,Europe,2011,55,40743.166666666664,11.3775
Luxembourg,LU,Europe,2012,51,41753.666666666664,11.681666666666667
Luxembourg,LU,Europe,2013,40,42724.083333333336,7.623333333333334
Luxembourg,LU,Europe,2014,67,43745.0,12.323333333333332
Luxembourg,LU,Europe,2015,64,44812.333333333336,11.200000000000001
Macau,MA,Asia,1994,27,28878.5,14.311666666666667
Mexico,ME,Americas,1985,1544,5630500.0,3.1808333333333336
Mexico,ME,Americas,1986,1714,5760291.666666667,3.811666666666667
Mexico,ME,Americas,1987,1701,5662341.666666667,3.4525
Mexico,ME,Americas,1988,1703,5803833.333333333,3.518333333333333
Mexico,ME,Americas,1989,1865,5946583.333333333,4.0216666666666665
Mexico,ME,Americas,1990,1926,6089741.666666667,4.070833333333334
Mexico,ME,Americas,1991,2103,6233025.0,3.9741666666666666
Mexico,ME,Americas,1992,2237,6273816.666666667,4.339166666666666
Mexico,ME,Americas,1993,2342,6402233.333333333,4.333333333333333
Mexico,ME,Americas,1994,2588,6531175.0,4.66
Mexico,ME,Americas,1995,2877,6660591.666666667,4.924166666666667
Mexico,ME,Americas,1996,3008,6983524.5,4.694166666666667
Mexico,ME,Americas,1997,3350,7111740.0,4.755833333333333
Mexico,ME,Americas,1998,3312,7235473.166666667,4.736666666666667
Mexico,ME,Americas,1999,3327,7355998.083333333,4.574166666666667
Mexico,ME,Americas,2000,3456,7474566.083333333,4.574166666666667
Mexico,ME,Americas,2001,3760,7587726.166666667,5.2749999999999995
Mexico,ME,Americas,2002,3826,7699526.333333333,4.863333333333333
Mexico,ME,Americas,2003,4070,7813238.25,5.25
Mexico,ME,Americas,2004,4056,7932755.666666667,5.0625
Mexico,ME,Americas,2005,4274,8060834.0,5.185
Mexico,ME,Americas,2006,4230,8205736.583333333,4.935
Mexico,ME,Americas,2007,4285,8357858.083333333,4.8341666666666665
Mexico,ME,Americas,2008,4642,8514215.583333334,5.069166666666667
Mexico,ME,Americas,2009,5023,8670361.833333334,5.345
Mexico,ME,Americas,2010,4858,8822988.416666666,5.0841666666666665
Mexico,ME,Americas,2011,5558,8971258.333333334,5.46
Mexico,ME,Americas,2012,5381,9114063.75,5.285833333333334
Mexico,ME,Americas,2013,5711,9253059.0,5.415833333333333
Mexico,ME,Americas,2014,6178,9391049.083333334,5.698333333333333
Mexico,ME,Americas,2015,6234,9529823.666666666,5.547499999999999
Mongolia,MO,Asia,2016,423,216758.9,18.439
Netherlands,NE,Europe,1985,1638,1134858.3333333333,13.324166666666668
Netherlands,NE,Europe,1986,1604,1141291.6666666667,13.19
Netherlands,NE,Europe,1987,1616,1148083.3333333333,13.097500000000002
Netherlands,NE,Europe,1988,1523,1154641.6666666667,12.299999999999999
Netherlands,NE,Europe,1989,1520,1160775.0,11.334166666666667
Netherlands,NE,Europe,1990,1450,1167858.3333333333,11.347499999999998
Netherlands,NE,Europe,1991,1611,1176233.3333333333,12.540833333333333
Netherlands,NE,Europe,1992,1587,1184741.6666666667,11.957500000000001
Netherlands,NE,Europe,1993,1555,1192800.0,11.331666666666665
Netherlands,NE,Europe,1994,1584,1199808.3333333333,11.413333333333334
Netherlands,NE,Europe,1995,1511,1206166.6666666667,10.418333333333333
Netherlands,NE,Europe,1996,1577,1212808.3333333333,11.255833333333333
Netherlands,NE,Europe,1997,1572,1219991.6666666667,11.380833333333333
